age,sexual_attraction_M,sexual_attraction_F,gender_identity_M,gender_identity_F,education_level,sex,handedness,religious_upbringing,religious_now,background_SES,dis-score,score
22.5,,,,,1,1,1,0,0,4.0,0.0,0.0
23.75,7.0,1.0,1.0,7.0,0,0,1,0,0,5.0,0.0,0.0
20.5,7.0,2.0,1.0,7.0,2,0,1,0,0,3.0,0.9263,46320.0
21.25,7.0,1.0,1.0,7.0,0,0,0,0,0,5.0,0.959,96240.0
23.25,,,,,0,0,1,0,0,6.0,0.0,0.0
23.25,,,,,2,1,1,1,0,4.5,0.0,0.0
21.25,1.0,7.0,7.0,1.0,1,1,1,0,0,4.0,0.8292,15120.0
21.75,,,,,0,1,1,1,0,5.0,0.0,0.0
21.0,,,,,0,1,1,1,0,4.5,0.0,0.0
23.0,7.0,1.0,1.0,7.0,1,0,1,0,0,2.0,0.0,0.0
24.75,7.0,1.0,1.0,7.0,0,0,1,1,1,3.0,0.4814,2160.0
25.5,,,,,0,1,0,1,1,3.5,0.7764,10200.0
21.5,1.0,7.0,7.0,1.0,2,1,1,1,1,3.0,0.0,0.0
25.0,,,,,0,1,1,1,0,4.0,0.0,0.0
21.5,7.0,2.0,1.0,7.0,0,0,1,0,0,4.5,0.7939,11520.0
24.75,6.0,3.0,3.0,4.0,0,0,1,1,0,5.0,0.9974,2545200.0
21.75,7.0,1.0,1.0,7.0,0,0,1,1,0,4.5,0.0,0.0
24.75,7.0,2.0,1.0,6.0,0,0,1,0,0,3.5,0.9638,112008.0
20.25,1.0,7.0,7.0,1.0,2,1,1,0,0,2.5,0.0,0.0
20.5,1.0,7.0,7.0,1.0,0,1,1,0,0,4.0,0.0,0.0
20.5,1.0,6.0,6.0,2.0,2,1,1,1,0,4.0,0.9856,339120.0
22.5,7.0,1.0,1.0,7.0,1,0,1,0,0,3.5,0.8098,12960.0
21.25,6.0,1.0,6.0,2.0,0,1,1,1,1,6.0,0.9954,1315440.0
25.5,,,,,0,1,0,0,0,3.0,0.3178,960.0
21.75,1.0,7.0,6.0,1.0,2,1,1,0,0,4.0,0.7848,10800.0
21.0,1.0,7.0,7.0,1.0,0,1,0,0,0,6.0,0.7747,10080.0
20.75,2.0,7.0,7.0,1.0,0,1,1,0,0,4.0,0.9431,64080.0
22.0,7.0,2.0,1.0,7.0,1,0,0,0,0,3.0,0.9697,138960.0
23.5,,,,,2,1,1,1,1,3.5,0.0,0.0
22.75,3.0,6.0,3.0,4.0,0,0,1,0,0,6.0,0.9973,2499840.0
23.5,6.0,2.0,1.0,6.0,0,0,1,0,0,4.5,0.8992,30960.0
22.5,,,,,1,0,1,0,0,2.0,0.3967,1440.0
25.25,7.0,7.0,1.0,7.0,2,0,1,0,0,3.0,0.8741,23040.0
25.0,,,,,0,1,1,0,0,4.5,0.0,0.0
22.75,,,,,0,0,1,0,0,3.0,0.0,0.0
21.75,6.0,2.0,1.0,7.0,0,0,1,0,0,4.5,0.7747,10080.0
21.5,,,,,0,0,1,0,0,4.0,0.0,0.0
22.5,1.0,7.0,7.0,1.0,2,1,1,0,0,2.0,0.6366,4560.0
24.5,2.0,6.0,5.0,2.0,0,1,0,1,1,4.0,0.9921,697680.0
22.5,6.0,4.0,3.0,6.0,1,0,1,0,0,4.5,0.9941,987840.0
24.25,1.0,7.0,7.0,1.0,2,1,1,1,1,4.0,0.0,0.0
25.0,7.0,1.0,1.0,7.0,0,0,1,0,0,6.0,0.0,0.0
20.75,6.0,2.0,1.0,6.0,0,0,1,0,0,5.0,0.6692,5400.0
22.25,7.0,1.0,1.0,7.0,2,0,0,0,0,4.0,0.8122,13200.0
21.0,7.0,1.0,1.0,7.0,2,0,1,1,1,4.0,0.0,0.0
25.25,5.0,3.0,1.0,7.0,0,0,1,0,0,4.0,0.9745,171360.0
25.25,,,,,1,1,0,0,0,3.5,0.8292,15120.0
21.25,,,,,2,0,1,1,1,2.0,0.0,0.0
23.0,,,,,2,0,1,1,1,5.0,0.6812,5760.0
20.5,7.0,1.0,1.0,7.0,2,0,1,1,1,5.0,0.8992,30960.0
21.5,,,,,2,0,1,0,0,4.0,0.0,0.0
20.25,1.0,7.0,7.0,1.0,2,1,1,0,0,5.0,0.0,0.0
21.0,,,,,2,1,0,0,0,6.0,0.7747,10080.0
21.25,7.0,1.0,1.0,7.0,2,0,1,1,1,4.5,0.0,0.0
24.25,,,,,1,0,1,1,1,2.0,0.0,0.0
20.5,7.0,1.0,1.0,7.0,0,0,1,1,1,2.0,0.8347,15840.0
20.5,1.0,7.0,7.0,1.0,2,1,1,0,0,5.0,0.0,0.0
25.75,,,,,1,1,0,0,0,4.0,0.0,0.0
23.5,,,,,2,0,1,0,0,4.5,0.0,0.0
24.75,1.0,7.0,7.0,1.0,2,1,1,0,0,6.0,0.0,0.0
20.25,,,,,0,1,1,0,0,6.0,0.0,0.0
22.0,7.0,1.0,1.0,7.0,0,0,1,0,0,3.5,0.0,0.0
23.25,1.0,7.0,1.0,7.0,2,0,0,0,0,4.0,0.9749,174960.0
24.0,1.0,7.0,7.0,1.0,2,1,1,1,1,4.0,0.0,0.0
25.75,7.0,1.0,1.0,7.0,2,0,1,1,1,3.0,0.0,0.0
23.25,,,,,2,1,1,0,0,4.5,0.0,0.0
24.5,1.0,7.0,7.0,1.0,0,1,1,1,0,5.0,0.5593,3120.0
21.75,7.0,1.0,1.0,5.0,2,0,0,0,0,4.5,0.9874,398160.0
25.5,1.0,7.0,7.0,1.0,0,1,1,1,0,3.0,0.8623,20400.0
20.0,,,,,0,0,1,1,0,4.0,0.0,0.0
25.0,7.0,1.0,1.0,7.0,0,0,1,1,0,3.5,0.4565,1920.0
23.5,5.0,4.0,2.0,7.0,2,0,1,0,0,4.5,0.9825,270000.0
21.25,1.0,7.0,7.0,1.0,0,1,1,0,0,6.0,0.0,0.0
23.75,2.0,6.0,5.0,2.0,0,1,1,0,0,6.0,0.9881,425520.0
22.25,,,,,2,0,1,1,1,3.0,0.0,0.0
21.75,7.0,1.0,1.0,7.0,2,0,1,1,1,2.0,0.5593,3120.0
24.5,1.0,7.0,5.0,1.0,2,1,0,1,1,4.0,0.9863,361440.0
24.25,,,,,0,0,1,1,0,4.0,0.0,0.0
23.75,1.0,7.0,7.0,1.0,2,1,1,1,1,4.0,0.0,0.0
24.75,1.0,7.0,7.0,1.0,2,1,1,0,0,5.0,0.7025,6480.0
20.5,,,,,2,0,0,0,0,3.5,0.6812,5760.0
22.0,,,,,1,0,1,0,0,4.0,0.0,0.0
22.25,,,,,0,0,1,1,0,4.0,0.0,0.0
20.75,,,,,0,1,1,0,0,6.0,0.0,0.0
22.0,,,,,2,1,1,0,0,3.5,0.0,0.0
21.75,,,,,0,0,0,1,0,6.0,0.589,3600.0
21.0,,,,,1,0,0,1,1,3.5,0.8871,26640.0
22.25,,,,,2,1,0,0,0,4.0,0.0,0.0
24.0,,,,,0,0,1,0,0,4.5,0.0,0.0
23.75,,,,,2,1,1,0,0,3.0,0.0,0.0
21.75,,,,,0,0,1,0,0,3.5,0.0,0.0
22.0,1.0,7.0,3.0,3.0,1,0,1,0,1,3.0,0.9975,2701440.0
23.0,1.0,7.0,6.0,2.0,0,1,1,0,0,3.5,0.9328,52080.0
21.5,1.0,7.0,5.0,2.0,1,1,1,0,0,2.0,0.9843,307440.0
21.0,7.0,1.0,2.0,5.0,2,0,1,1,0,2.0,0.9892,476760.0
24.75,7.0,1.0,1.0,7.0,2,0,1,1,0,2.5,0.7209,7200.0
20.5,1.0,7.0,7.0,1.0,2,1,1,0,0,3.5,0.0,0.0
20.5,5.0,3.0,1.0,7.0,1,0,1,0,0,4.0,0.9802,232560.0
20.25,,,,,2,1,1,0,0,4.5,0.0,0.0
24.5,1.0,7.0,7.0,1.0,0,1,1,1,1,4.0,0.6417,4680.0
22.0,1.0,7.0,6.0,1.0,2,1,0,0,0,4.0,0.9361,55440.0
25.25,1.0,7.0,6.0,2.0,0,1,1,1,0,2.0,0.9326,51840.0
20.75,,,,,2,0,1,0,0,5.0,0.3967,1440.0
23.0,1.0,7.0,7.0,1.0,0,1,1,1,1,6.0,0.9251,45360.0
21.25,7.0,1.0,1.0,5.0,0,0,1,1,1,4.0,0.9886,448560.0
23.0,,,,,2,1,1,0,0,4.0,0.0,0.0
23.25,7.0,1.0,1.0,7.0,0,0,1,0,0,3.5,0.0,0.0
24.75,,,,,0,1,1,0,0,3.0,0.0,0.0
24.25,7.0,1.0,1.0,7.0,1,0,1,0,0,2.0,0.8893,27360.0
24.25,,,,,0,1,1,0,0,3.5,0.0,0.0
23.25,,,,,0,1,1,0,0,5.0,0.0,0.0
25.25,4.0,4.0,1.0,7.0,1,0,1,0,0,2.0,0.9933,851760.0
20.75,7.0,1.0,1.0,7.0,2,0,1,0,0,4.5,0.0,0.0
25.5,1.0,7.0,6.0,2.0,2,1,1,0,0,5.0,0.8022,12240.0
24.75,,,,,1,0,1,0,0,3.0,0.0,0.0
22.25,,,,,2,0,1,1,0,2.0,0.2673,720.0
24.75,1.0,7.0,7.0,1.0,1,1,1,0,0,3.0,0.0,0.0
20.5,,,,,2,1,1,1,0,3.0,0.0,0.0
23.75,7.0,1.0,2.0,6.0,0,0,1,0,0,5.0,0.0,0.0
24.25,7.0,1.0,1.0,7.0,2,0,1,1,1,4.5,0.0,0.0
25.75,7.0,1.0,1.0,7.0,0,0,1,0,0,5.0,0.0,0.0
25.0,7.0,1.0,1.0,7.0,2,0,1,0,0,3.5,0.0,0.0
25.5,7.0,1.0,2.0,6.0,0,0,1,0,0,4.5,0.8242,14520.0
25.25,1.0,7.0,1.0,7.0,0,0,1,0,0,5.0,0.9611,102720.0
24.0,7.0,1.0,1.0,7.0,0,0,1,0,0,6.0,0.0,0.0
23.25,,,,,0,1,1,0,0,3.0,0.0,0.0
23.75,,,,,0,0,0,0,0,4.0,0.0,0.0
20.5,2.0,5.0,1.0,7.0,2,0,1,0,0,4.0,0.9961,1622880.0
23.25,,,,,0,0,1,0,0,3.0,0.0,0.0
21.5,1.0,7.0,7.0,1.0,2,1,1,1,1,3.0,0.0,0.0
21.25,,,,,0,0,1,0,0,2.0,0.0,0.0
22.0,7.0,1.0,2.0,6.0,0,0,1,0,0,5.0,0.9745,171360.0
24.0,7.0,1.0,3.0,3.0,1,1,1,1,0,3.0,0.9965,1822320.0
21.0,7.0,1.0,1.0,7.0,2,0,1,0,0,4.0,0.0,0.0
21.0,4.0,1.0,6.0,1.0,2,1,1,1,0,3.5,0.9952,1247040.0
25.0,,,,,2,1,1,1,1,3.0,0.0,0.0
25.25,7.0,1.0,1.0,7.0,2,0,1,0,0,3.0,0.0,0.0
20.25,7.0,1.0,1.0,7.0,0,0,1,0,0,4.0,0.0,0.0
21.5,7.0,1.0,1.0,7.0,2,0,1,0,0,4.5,0.0,0.0
20.25,,,,,2,1,1,0,0,3.5,0.0,0.0
20.5,1.0,7.0,6.0,1.0,0,1,1,1,0,6.0,0.9178,40320.0
25.5,7.0,1.0,1.0,7.0,2,0,1,1,1,4.5,0.8871,26640.0
20.75,,,,,0,0,1,0,0,5.0,0.0,0.0
21.0,,,,,0,1,1,0,0,6.0,0.0,0.0
21.0,,,,,1,1,1,1,0,3.0,0.7209,7200.0
22.75,1.0,7.0,6.0,1.0,2,1,1,0,0,4.0,0.2673,720.0
21.0,5.0,4.0,7.0,1.0,0,1,1,1,1,5.0,0.9961,1620000.0
24.25,1.0,7.0,6.0,1.0,0,1,1,0,1,6.0,0.9739,166440.0
21.5,6.0,2.0,1.0,7.0,2,0,1,0,0,3.5,0.7939,11520.0
21.25,,,,,2,0,0,1,0,6.0,0.8292,15120.0
20.5,5.0,2.0,2.0,6.0,1,0,1,1,0,2.5,0.993,797040.0
22.0,1.0,7.0,7.0,1.0,1,1,1,0,0,2.0,0.0,0.0
23.0,,,,,0,1,1,1,0,6.0,0.2673,720.0
22.0,1.0,7.0,6.0,1.0,2,1,1,0,0,3.0,0.6812,5760.0
22.0,,,,,0,1,1,1,0,4.5,0.0199,24.0
22.25,1.0,7.0,7.0,1.0,1,1,1,0,0,2.0,0.0,0.0
22.25,1.0,7.0,5.0,1.0,1,1,1,0,0,3.0,0.9887,452880.0
20.25,7.0,2.0,7.0,2.0,2,0,1,0,0,4.0,0.9955,1336320.0
23.5,6.0,1.0,2.0,6.0,0,0,1,1,0,6.0,0.9829,277920.0
21.5,1.0,7.0,7.0,1.0,2,1,1,1,0,6.0,0.8935,28800.0
22.0,6.0,2.0,7.0,1.0,2,1,1,1,1,2.0,0.9941,974160.0
23.0,6.0,2.0,1.0,5.0,0,0,1,0,0,5.0,0.9809,241920.0
26.0,,,,,0,0,1,1,1,2.0,0.9311,50400.0
22.75,5.0,2.0,1.0,6.0,0,0,1,1,0,3.5,0.9792,218880.0
23.0,1.0,7.0,7.0,1.0,2,1,1,0,0,5.0,0.551,3000.0
19.75,1.0,7.0,7.0,1.0,0,1,1,0,0,5.0,0.9946,1088640.0
25.25,2.0,6.0,4.0,2.0,0,1,1,0,1,4.0,0.995,1201680.0
22.75,,,,,2,0,1,1,1,6.0,0.9251,45360.0
20.25,1.0,7.0,7.0,1.0,0,1,1,0,0,6.0,0.0,0.0
24.0,7.0,2.0,1.0,7.0,0,0,1,1,0,5.0,0.7369,7920.0
24.75,6.0,2.0,1.0,7.0,0,0,1,1,0,4.5,0.974,167760.0
23.5,,,,,2,1,1,0,0,4.0,0.0,0.0
23.0,,,,,2,1,1,1,1,3.0,0.0,0.0
20.75,,,,,2,0,1,0,0,3.0,0.0,0.0
24.0,,,,,0,1,1,1,0,4.5,0.0737,120.0
21.0,,,,,0,0,1,1,1,3.0,0.0,0.0
21.5,1.0,7.0,7.0,1.0,2,1,1,0,0,3.0,0.0,0.0
24.25,,,,,2,0,1,0,0,2.5,0.0,0.0
25.25,1.0,7.0,7.0,1.0,2,1,1,1,0,5.0,0.4429,1800.0
25.75,,,,,2,0,1,1,0,5.0,0.3967,1440.0
25.0,7.0,1.0,1.0,7.0,2,0,0,1,1,5.0,0.9798,226800.0
20.25,1.0,7.0,6.0,2.0,1,1,1,0,0,4.0,0.9655,118800.0
22.0,,,,,0,1,0,1,0,4.0,0.6561,5040.0
24.5,,,,,2,1,1,0,0,4.0,0.0,0.0
24.5,,,,,2,0,1,0,0,3.0,0.0,0.0
21.0,,,,,2,0,1,0,0,4.0,0.0,0.0
25.25,,,,,1,1,1,1,0,4.0,0.7747,10080.0
25.5,,,,,0,0,1,1,1,6.0,0.0,0.0
21.0,7.0,1.0,1.0,7.0,2,0,0,1,1,3.5,0.9486,72720.0
20.25,7.0,1.0,1.0,7.0,2,0,1,0,0,3.5,0.0,0.0
26.0,1.0,7.0,2.0,1.0,0,1,1,0,0,3.5,0.993,806520.0
25.5,1.0,7.0,7.0,1.0,1,1,1,0,0,2.0,0.0,0.0
24.5,,,,,0,0,1,1,0,4.0,0.0,0.0
26.0,,,,,0,0,1,0,0,3.5,0.7747,10080.0
20.5,4.0,4.0,1.0,7.0,2,0,0,1,0,4.5,0.9952,1263840.0
24.5,,,,,0,0,1,1,1,5.0,0.0,0.0
24.25,1.0,7.0,7.0,1.0,2,1,1,0,0,4.0,0.0,0.0
25.5,,,,,0,1,1,0,0,5.0,0.0,0.0
23.75,,,,,2,0,1,0,0,3.0,0.0,0.0
23.75,7.0,1.0,1.0,7.0,0,0,1,0,0,2.5,0.6366,4560.0
23.75,,,,,0,0,0,1,0,4.5,0.5424,2880.0
23.25,5.0,2.0,1.0,6.0,0,0,1,0,0,5.0,0.9682,131040.0
21.25,7.0,1.0,1.0,7.0,0,0,1,0,0,3.5,0.7747,10080.0
21.25,1.0,7.0,7.0,1.0,2,1,1,0,0,3.5,0.0,0.0
23.0,7.0,1.0,1.0,7.0,2,0,0,1,1,3.5,0.9639,112320.0
22.5,,,,,2,0,1,0,0,5.0,0.0,0.0
23.5,1.0,7.0,7.0,1.0,0,1,1,0,0,5.5,0.0,0.0
23.25,,,,,0,0,1,0,0,4.0,0.0,0.0
20.5,7.0,1.0,1.0,7.0,0,0,1,0,0,3.0,0.0,0.0
24.5,7.0,1.0,1.0,7.0,0,0,1,1,0,5.0,0.751,8640.0
23.75,1.0,7.0,6.0,1.0,0,1,1,0,0,6.0,0.7764,10200.0
21.25,,,,,2,0,0,0,0,3.5,0.3967,1440.0
21.5,6.0,2.0,1.0,7.0,1,0,1,0,0,3.0,0.9725,156240.0
23.5,6.0,2.0,1.0,7.0,0,0,1,0,0,5.0,0.5424,2880.0
25.0,7.0,1.0,2.0,6.0,0,0,1,1,0,4.5,0.9673,126720.0
21.5,5.0,3.0,1.0,7.0,2,0,1,0,1,5.0,0.9767,191520.0
21.25,1.0,7.0,7.0,1.0,2,1,1,0,0,2.0,0.0,0.0
24.0,5.0,3.0,1.0,7.0,0,0,1,1,0,3.0,0.9899,520080.0
21.0,,,,,2,1,1,1,0,3.0,0.0,0.0
20.25,7.0,2.0,7.0,1.0,2,1,1,0,0,4.5,0.9815,252000.0
20.25,1.0,7.0,7.0,1.0,0,1,1,1,0,6.0,0.6649,5280.0
23.0,1.0,7.0,7.0,1.0,0,1,1,0,0,5.0,0.0,0.0
21.0,1.0,7.0,7.0,1.0,2,1,1,0,0,2.0,0.0,0.0
20.75,,,,,0,1,1,1,0,5.5,0.1254,240.0
21.75,1.0,7.0,7.0,1.0,0,1,1,0,0,6.0,0.0,0.0
23.75,,,,,2,0,1,0,0,3.0,0.0,0.0
23.75,4.0,4.0,2.0,6.0,2,0,1,1,0,3.5,0.9887,456480.0
24.25,7.0,1.0,1.0,7.0,2,0,0,0,0,3.0,0.9432,64320.0
22.75,1.0,7.0,7.0,1.0,0,1,1,1,1,6.0,0.9361,55440.0
25.75,,,,,2,0,1,1,1,5.0,0.2673,720.0
24.0,,,,,2,1,1,1,0,4.5,0.0,0.0
24.5,1.0,7.0,2.0,6.0,0,0,1,1,1,5.0,0.9897,506880.0
20.75,,,,,0,1,1,0,0,3.0,0.0,0.0
25.5,7.0,1.0,1.0,7.0,0,0,1,1,0,4.5,0.0,0.0
23.75,,,,,2,0,0,0,0,2.0,0.4814,2160.0
22.0,1.0,7.0,7.0,1.0,0,1,0,0,0,6.0,0.0,0.0
24.75,,,,,1,0,1,0,0,3.0,0.0,0.0
25.75,,,,,2,0,1,0,0,3.0,0.0,0.0
20.5,7.0,1.0,1.0,7.0,1,0,1,0,0,5.0,0.9251,45360.0
23.0,1.0,7.0,7.0,1.0,2,1,0,1,0,4.5,0.5672,3240.0
21.5,,,,,0,0,1,0,0,5.0,0.0,0.0
22.25,1.0,7.0,7.0,1.0,2,1,1,0,0,5.5,0.0,0.0
21.0,,,,,1,0,1,1,1,5.0,0.9311,50400.0
23.75,,,,,0,1,1,0,0,3.0,0.0,0.0
22.5,,,,,0,1,1,0,0,3.5,0.0,0.0
21.0,7.0,1.0,6.0,1.0,1,1,1,0,0,4.0,0.9855,337680.0
22.0,1.0,7.0,7.0,1.0,1,1,1,0,0,4.0,0.0,0.0
25.25,1.0,7.0,7.0,1.0,2,1,1,1,1,2.0,0.8232,14400.0
23.25,7.0,1.0,1.0,7.0,0,0,1,0,0,5.0,0.0,0.0
20.25,1.0,7.0,7.0,1.0,0,1,1,1,0,4.0,0.5424,2880.0
24.75,,,,,0,1,1,0,0,3.0,0.0,0.0
22.25,1.0,7.0,7.0,1.0,2,1,1,0,0,4.5,0.0352,48.0
20.25,1.0,7.0,7.0,1.0,2,1,1,1,1,4.0,0.0,0.0
20.75,,,,,2,0,1,1,1,3.0,0.0,0.0
22.5,,,,,0,1,1,0,0,2.5,0.3967,1440.0
25.0,7.0,1.0,6.0,2.0,2,1,1,0,0,3.0,0.9888,458760.0
22.0,7.0,1.0,1.0,7.0,2,0,1,1,1,4.0,0.9206,42120.0
22.25,4.0,5.0,3.0,2.0,2,1,1,0,0,4.0,0.9976,2787840.0
20.5,,,,,2,1,1,0,0,4.0,0.0,0.0
22.0,,,,,0,0,1,1,0,4.0,0.0,0.0
24.5,2.0,6.0,6.0,1.0,0,1,0,1,0,3.0,0.9904,552240.0
22.75,,,,,0,0,1,1,0,6.0,0.0,0.0
23.0,,,,,2,0,1,0,0,4.0,0.0,0.0
21.5,,,,,0,1,1,0,0,6.0,0.0,0.0
20.5,1.0,7.0,7.0,1.0,2,1,1,0,0,4.0,0.0,0.0
21.5,,,,,0,1,1,1,1,3.0,0.0,0.0
24.0,,,,,2,1,1,1,0,3.5,0.0,0.0
21.75,,,,,1,1,1,0,0,2.0,0.0,0.0
20.75,7.0,2.0,1.0,6.0,2,0,1,0,0,6.0,0.9778,202320.0
24.5,,,,,2,0,1,1,0,3.5,0.0,0.0
25.0,1.0,7.0,6.0,1.0,2,1,1,1,1,3.0,0.9502,75600.0
24.5,1.0,7.0,7.0,1.0,0,1,1,0,0,2.0,0.8822,25200.0
23.25,,,,,2,0,1,0,0,3.5,0.0,0.0
21.25,,,,,2,1,1,0,0,2.5,0.0,0.0
21.75,1.0,7.0,6.0,2.0,2,1,1,1,1,3.5,0.9286,48240.0
21.0,7.0,2.0,1.0,5.0,0,0,1,0,0,3.0,0.9682,131040.0
23.0,2.0,7.0,6.0,2.0,1,1,1,0,1,4.0,0.9894,488880.0
23.5,6.0,1.0,1.0,7.0,0,0,1,0,0,4.0,0.9575,92160.0
23.0,,,,,2,0,0,0,0,4.0,0.0,0.0
25.25,1.0,7.0,7.0,1.0,2,1,1,1,1,3.0,0.6812,5760.0
21.25,1.0,7.0,7.0,1.0,0,1,1,1,1,3.0,0.8347,15840.0
23.0,7.0,2.0,1.0,7.0,2,0,1,0,0,5.0,0.8797,24480.0
25.25,,,,,0,1,1,0,0,5.5,0.0,0.0
23.75,,,,,2,1,0,0,0,4.5,0.0,0.0
23.25,1.0,7.0,1.0,7.0,0,0,0,0,0,2.5,0.9747,172800.0
23.0,1.0,7.0,7.0,1.0,0,1,1,0,0,5.5,0.0,0.0
24.0,1.0,7.0,7.0,1.0,1,1,1,0,0,3.0,0.0,0.0
21.75,7.0,1.0,6.0,2.0,2,1,1,1,1,2.0,0.9901,529200.0
22.5,7.0,1.0,1.0,5.0,0,0,1,0,0,6.0,0.9885,443520.0
25.5,5.0,3.0,1.0,7.0,1,0,1,1,0,3.5,0.9836,290880.0
25.25,7.0,1.0,2.0,6.0,1,0,1,0,0,3.0,0.9509,77040.0
25.75,7.0,1.0,2.0,6.0,1,0,0,0,1,6.0,0.9947,1108800.0
21.25,,,,,2,1,1,1,0,3.5,0.0,0.0
23.0,5.0,4.0,2.0,6.0,1,0,1,0,1,4.5,0.9896,499680.0
22.5,7.0,1.0,1.0,7.0,0,0,1,0,0,5.0,0.8646,20880.0
24.25,1.0,7.0,6.0,2.0,0,1,1,0,0,5.0,0.945,66960.0
22.0,1.0,7.0,6.0,1.0,0,1,1,0,0,5.0,0.6561,5040.0
20.5,4.0,4.0,1.0,7.0,1,0,1,0,1,5.0,0.993,808560.0
22.75,7.0,1.0,1.0,7.0,0,0,1,1,1,3.5,0.8769,23760.0
23.75,,,,,0,1,0,1,1,6.0,0.9441,65520.0
23.75,,,,,0,0,1,1,0,4.0,0.0199,24.0
25.0,,,,,0,0,1,0,0,4.5,0.0,0.0
21.75,,,,,0,0,1,1,1,3.0,0.0,0.0
22.5,,,,,2,1,1,1,1,2.5,0.0,0.0
23.75,6.0,2.0,1.0,6.0,0,0,1,0,0,6.0,0.9311,50400.0
24.25,7.0,1.0,1.0,7.0,0,0,1,1,1,6.0,0.9367,56160.0
23.25,,,,,2,1,1,0,0,2.0,0.3967,1440.0
