LANGUAGE,INCOME,CURRENT_GENDER,RACE_1,MARITAL_STATUS,EDUCATION,EMPLOYMENT,LGBT_IDENTITY,ETHNICITY_1,GENDER,OTHER_LANGUAGE,dis-score,score
13,10.0,0.0,5.0,1,4.0,1.0,0.0,-999.0,1.0,1.0,0.0,0.0
13,6.0,1.0,5.0,3,4.0,0.0,1.0,0.0,2.0,-999.0,0.0,0.0
13,6.0,0.0,5.0,3,4.0,0.0,1.0,0.0,1.0,-999.0,0.0,0.0
13,6.0,1.0,5.0,3,3.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,6.0,1.0,5.0,3,4.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,9.0,0.0,7.0,1,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
13,7.0,1.0,5.0,3,4.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,6.0,0.0,2.0,3,4.0,0.0,-999.0,0.0,1.0,-999.0,0.0,0.0
13,8.0,1.0,5.0,1,3.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,6.0,1.0,5.0,1,2.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,7.0,1.0,5.0,3,3.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,6.0,0.0,2.0,3,3.0,0.0,-999.0,0.0,1.0,1.0,0.0,0.0
13,4.0,1.0,6.0,3,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
13,9.0,0.0,5.0,1,4.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
13,5.0,1.0,4.0,3,3.0,4.0,0.0,0.0,2.0,-999.0,0.9788,110880.0
13,9.0,0.0,5.0,1,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
13,8.0,0.0,5.0,1,4.0,-999.0,0.0,0.0,1.0,-999.0,0.0,0.0
13,7.0,1.0,4.0,1,0.0,4.0,0.0,0.0,2.0,-999.0,0.9673,65520.0
9,8.0,1.0,5.0,0,3.0,0.0,0.0,0.0,2.0,1.0,0.9989,3805200.0
33,6.0,1.0,5.0,3,0.0,0.0,0.0,1.0,1.0,0.0,0.9962,849600.0
13,6.0,0.0,5.0,1,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
13,6.0,1.0,-999.0,3,1.0,3.0,0.0,0.0,2.0,1.0,0.8818,12960.0
13,1.0,0.0,4.0,3,1.0,4.0,0.0,0.0,1.0,1.0,0.7892,5760.0
13,8.0,0.0,5.0,1,4.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
6,9.0,1.0,2.0,1,3.0,0.0,0.0,0.0,2.0,0.0,0.9079,18000.0
13,1.0,1.0,4.0,3,3.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0
13,6.0,1.0,5.0,3,3.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,4.0,0.0,5.0,3,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
13,4.0,1.0,5.0,3,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
13,3.0,1.0,4.0,3,3.0,2.0,0.0,0.0,2.0,1.0,0.9514,40320.0
13,4.0,0.0,5.0,3,3.0,0.0,0.0,0.0,1.0,-999.0,0.0,0.0
13,-999.0,1.0,2.0,1,3.0,0.0,0.0,-999.0,2.0,1.0,0.0,0.0
13,5.0,1.0,6.0,3,1.0,0.0,0.0,0.0,2.0,-999.0,0.8576,10080.0
13,10.0,1.0,5.0,1,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
13,8.0,0.0,5.0,1,4.0,3.0,0.0,0.0,1.0,-999.0,0.0,0.0
13,10.0,0.0,5.0,1,3.0,1.0,0.0,0.0,1.0,-999.0,0.0,0.0
13,10.0,1.0,5.0,1,3.0,0.0,0.0,1.0,2.0,-999.0,0.0,0.0
13,6.0,1.0,4.0,1,4.0,4.0,0.0,0.0,2.0,-999.0,0.9565,46200.0
40,8.0,1.0,5.0,1,3.0,0.0,-999.0,1.0,2.0,0.0,0.0,0.0
13,4.0,1.0,5.0,3,3.0,2.0,1.0,0.0,2.0,1.0,0.9514,40320.0
13,6.0,0.0,5.0,3,4.0,0.0,0.0,0.0,1.0,-999.0,0.0,0.0
13,10.0,1.0,5.0,3,0.0,2.0,0.0,0.0,2.0,-999.0,0.9157,20160.0
13,10.0,1.0,5.0,1,4.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,7.0,1.0,5.0,3,4.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,10.0,0.0,5.0,3,4.0,0.0,1.0,0.0,1.0,1.0,0.6401,2400.0
13,4.0,1.0,5.0,3,3.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,2.0,1.0,4.0,3,1.0,4.0,-999.0,0.0,-999.0,-999.0,0.0,0.0
13,10.0,0.0,5.0,1,4.0,3.0,0.0,0.0,1.0,-999.0,0.0,0.0
36,3.0,1.0,5.0,2,3.0,1.0,2.0,0.0,2.0,1.0,0.9991,4525920.0
13,10.0,1.0,2.0,3,3.0,4.0,0.0,0.0,2.0,1.0,0.9594,50400.0
13,7.0,1.0,2.0,3,4.0,3.0,0.0,0.0,2.0,-999.0,0.6192,2160.0
13,3.0,1.0,5.0,3,0.0,1.0,0.0,0.0,2.0,1.0,0.9559,45480.0
13,7.0,1.0,5.0,3,3.0,0.0,1.0,0.0,2.0,1.0,0.8818,12960.0
13,1.0,1.0,4.0,3,4.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0
13,7.0,1.0,4.0,3,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
13,5.0,1.0,5.0,3,3.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0
13,8.0,1.0,5.0,3,4.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,8.0,1.0,5.0,1,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
13,5.0,0.0,6.0,3,3.0,2.0,0.0,0.0,1.0,1.0,0.9673,65520.0
13,8.0,1.0,4.0,3,3.0,1.0,0.0,0.0,2.0,-999.0,0.5678,1680.0
13,6.0,1.0,2.0,3,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
13,4.0,1.0,5.0,3,3.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,8.0,1.0,5.0,3,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
13,10.0,0.0,5.0,3,4.0,3.0,0.0,0.0,1.0,-999.0,0.0,0.0
13,10.0,0.0,5.0,3,4.0,0.0,-999.0,0.0,1.0,-999.0,0.0,0.0
13,8.0,0.0,7.0,1,4.0,1.0,0.0,0.0,1.0,1.0,0.9958,766080.0
13,6.0,1.0,-999.0,3,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
13,3.0,4.0,5.0,3,0.0,4.0,1.0,0.0,2.0,-999.0,0.9977,1532880.0
13,7.0,1.0,2.0,3,1.0,0.0,0.0,0.0,2.0,1.0,0.9111,18840.0
13,10.0,1.0,5.0,1,4.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,8.0,0.0,5.0,3,3.0,0.0,0.0,0.0,1.0,-999.0,0.0,0.0
13,7.0,0.0,-999.0,3,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
13,10.0,0.0,4.0,1,4.0,3.0,-999.0,0.0,1.0,-999.0,0.9157,20160.0
13,9.0,1.0,5.0,1,4.0,3.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,1.0,1.0,5.0,3,3.0,0.0,0.0,0.0,2.0,-999.0,0.9157,20160.0
13,9.0,1.0,5.0,1,3.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,5.0,1.0,5.0,3,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
13,9.0,0.0,5.0,1,4.0,0.0,0.0,0.0,1.0,-999.0,0.0,0.0
13,7.0,1.0,2.0,3,1.0,2.0,2.0,0.0,2.0,-999.0,0.9157,20160.0
13,7.0,0.0,5.0,3,4.0,0.0,1.0,0.0,1.0,-999.0,0.0,0.0
13,9.0,0.0,7.0,1,2.0,3.0,0.0,1.0,1.0,-999.0,0.9954,689040.0
13,6.0,0.0,5.0,3,3.0,0.0,1.0,0.0,1.0,1.0,0.7831,5520.0
13,10.0,1.0,5.0,1,4.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,7.0,1.0,5.0,3,3.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,-999.0,0.0,5.0,3,3.0,4.0,0.0,0.0,1.0,-999.0,0.0,0.0
13,4.0,1.0,5.0,3,3.0,0.0,0.0,1.0,2.0,1.0,0.6053,2016.0
13,4.0,1.0,5.0,3,4.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,4.0,0.0,4.0,3,3.0,0.0,0.0,0.0,1.0,-999.0,0.0,0.0
13,7.0,1.0,2.0,3,3.0,0.0,0.0,0.0,2.0,1.0,0.0601,48.0
13,9.0,0.0,5.0,1,3.0,0.0,1.0,0.0,1.0,-999.0,0.5354,1440.0
13,8.0,0.0,5.0,3,4.0,0.0,2.0,0.0,1.0,-999.0,0.0,0.0
13,10.0,0.0,5.0,1,4.0,0.0,0.0,0.0,1.0,-999.0,0.0,0.0
13,6.0,1.0,5.0,3,3.0,0.0,2.0,0.0,2.0,1.0,0.5678,1680.0
13,8.0,1.0,5.0,1,3.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,7.0,1.0,4.0,3,3.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,5.0,1.0,5.0,3,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
13,5.0,1.0,4.0,3,2.0,2.0,0.0,0.0,2.0,-999.0,0.9849,166320.0
13,4.0,1.0,5.0,3,4.0,1.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,7.0,1.0,5.0,3,4.0,0.0,-999.0,0.0,2.0,-999.0,0.0,0.0
13,7.0,1.0,5.0,3,4.0,3.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,8.0,1.0,5.0,1,4.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,7.0,1.0,5.0,3,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
33,1.0,1.0,5.0,3,1.0,1.0,0.0,1.0,2.0,0.0,0.9967,996480.0
22,9.0,1.0,5.0,1,3.0,0.0,0.0,0.0,2.0,0.0,0.9939,491040.0
13,4.0,0.0,5.0,1,1.0,0.0,0.0,0.0,1.0,-999.0,0.9601,51360.0
13,4.0,0.0,4.0,3,3.0,1.0,0.0,0.0,1.0,-999.0,0.675,2880.0
13,10.0,1.0,5.0,1,3.0,4.0,0.0,0.0,2.0,1.0,0.5354,1440.0
13,4.0,1.0,5.0,3,1.0,1.0,1.0,0.0,2.0,-999.0,0.9822,136080.0
13,8.0,0.0,5.0,3,3.0,1.0,0.0,0.0,1.0,1.0,0.8657,10920.0
13,6.0,1.0,5.0,3,3.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
0,5.0,0.0,2.0,1,4.0,0.0,0.0,0.0,1.0,-999.0,0.9943,525600.0
13,4.0,0.0,7.0,3,3.0,0.0,2.0,1.0,1.0,-999.0,0.989,241920.0
13,5.0,1.0,2.0,3,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
13,6.0,1.0,6.0,3,3.0,0.0,2.0,0.0,2.0,-999.0,0.9521,41040.0
13,4.0,1.0,5.0,3,3.0,2.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,9.0,1.0,5.0,1,3.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
13,9.0,1.0,5.0,1,4.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,5.0,1.0,5.0,3,3.0,0.0,0.0,1.0,2.0,1.0,0.2928,432.0
13,9.0,1.0,5.0,3,4.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,10.0,1.0,5.0,1,4.0,1.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,5.0,0.0,4.0,1,3.0,0.0,0.0,-999.0,1.0,-999.0,0.8054,6480.0
13,3.0,1.0,2.0,3,3.0,2.0,0.0,0.0,2.0,1.0,0.9514,40320.0
13,8.0,0.0,5.0,1,4.0,-999.0,-999.0,-999.0,1.0,-999.0,0.0,0.0
13,6.0,1.0,4.0,3,3.0,0.0,2.0,0.0,2.0,-999.0,0.819,7200.0
3,10.0,1.0,2.0,1,3.0,0.0,0.0,0.0,2.0,0.0,0.9989,3629520.0
35,8.0,0.0,5.0,3,4.0,0.0,0.0,0.0,1.0,0.0,0.9726,81360.0
13,4.0,1.0,5.0,3,3.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,5.0,1.0,6.0,3,3.0,0.0,0.0,1.0,2.0,1.0,0.7092,3480.0
13,10.0,1.0,5.0,1,4.0,1.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,-999.0,1.0,-999.0,3,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0
22,7.0,-999.0,5.0,1,2.0,0.0,-999.0,0.0,1.0,0.0,0.995,622080.0
13,7.0,1.0,4.0,3,4.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,10.0,1.0,5.0,1,4.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0
13,4.0,1.0,4.0,3,0.0,1.0,0.0,1.0,2.0,1.0,0.9702,73440.0
13,7.0,1.0,5.0,3,4.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
0,4.0,0.0,5.0,3,4.0,2.0,0.0,0.0,1.0,-999.0,0.9944,544320.0
13,6.0,0.0,5.0,3,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
13,7.0,1.0,5.0,1,3.0,2.0,2.0,0.0,2.0,1.0,0.9618,54240.0
13,6.0,1.0,5.0,3,3.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,5.0,0.0,5.0,1,3.0,3.0,0.0,0.0,1.0,-999.0,0.5354,1440.0
44,6.0,0.0,2.0,3,4.0,0.0,0.0,0.0,1.0,1.0,0.9989,3628896.0
13,3.0,1.0,5.0,3,3.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
13,8.0,1.0,5.0,1,4.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0
13,10.0,1.0,2.0,1,4.0,0.0,-999.0,0.0,2.0,1.0,0.0,0.0
13,10.0,1.0,5.0,3,4.0,3.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,10.0,0.0,5.0,1,3.0,0.0,0.0,0.0,1.0,-999.0,0.0,0.0
13,8.0,0.0,5.0,3,3.0,0.0,1.0,0.0,1.0,-999.0,0.0,0.0
13,9.0,1.0,5.0,1,3.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0
13,4.0,1.0,2.0,3,3.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0
13,8.0,0.0,5.0,1,3.0,3.0,0.0,0.0,1.0,-999.0,0.0,0.0
13,7.0,1.0,4.0,3,4.0,0.0,-999.0,0.0,2.0,1.0,0.0,0.0
13,10.0,1.0,2.0,3,3.0,0.0,0.0,0.0,2.0,1.0,0.7697,5040.0
13,10.0,0.0,5.0,1,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
13,10.0,1.0,5.0,1,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
13,9.0,1.0,5.0,1,4.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,4.0,1.0,2.0,3,3.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0
13,6.0,1.0,5.0,3,4.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0
13,10.0,1.0,2.0,1,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
13,10.0,1.0,5.0,1,4.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0
45,7.0,1.0,2.0,3,3.0,0.0,-999.0,0.0,2.0,-999.0,0.9989,3628800.0
13,10.0,1.0,5.0,1,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
13,10.0,1.0,5.0,1,4.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,10.0,1.0,5.0,1,3.0,1.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,9.0,0.0,5.0,3,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
13,1.0,0.0,5.0,3,1.0,1.0,0.0,0.0,1.0,-999.0,0.5678,1680.0
13,6.0,0.0,5.0,3,3.0,0.0,1.0,0.0,1.0,-999.0,0.0,0.0
13,6.0,1.0,5.0,3,4.0,0.0,0.0,1.0,2.0,-999.0,0.0,0.0
13,4.0,1.0,5.0,3,4.0,3.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,7.0,0.0,5.0,1,4.0,3.0,0.0,0.0,1.0,-999.0,0.0,0.0
13,8.0,1.0,5.0,3,4.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,10.0,0.0,5.0,1,4.0,0.0,-999.0,0.0,1.0,-999.0,0.0,0.0
13,6.0,0.0,2.0,3,3.0,3.0,0.0,0.0,1.0,-999.0,0.6192,2160.0
13,8.0,1.0,5.0,1,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
13,5.0,1.0,4.0,3,1.0,0.0,0.0,0.0,2.0,1.0,0.5678,1680.0
13,8.0,1.0,5.0,3,3.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,6.0,0.0,6.0,1,3.0,0.0,0.0,1.0,1.0,1.0,0.8784,12480.0
13,8.0,0.0,5.0,3,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
13,4.0,1.0,5.0,3,3.0,1.0,2.0,0.0,2.0,1.0,0.9569,46800.0
13,7.0,0.0,5.0,1,4.0,0.0,0.0,0.0,1.0,-999.0,0.0,0.0
13,3.0,0.0,5.0,1,3.0,1.0,0.0,0.0,1.0,1.0,0.9771,100800.0
13,10.0,1.0,5.0,1,4.0,3.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,8.0,1.0,5.0,3,1.0,0.0,0.0,0.0,2.0,1.0,0.8948,15120.0
13,10.0,1.0,5.0,1,3.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,8.0,1.0,5.0,3,4.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,4.0,0.0,5.0,3,3.0,0.0,0.0,0.0,1.0,-999.0,0.0,0.0
13,9.0,1.0,4.0,1,3.0,0.0,0.0,0.0,2.0,1.0,0.5678,1680.0
13,7.0,1.0,5.0,3,4.0,3.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,2.0,1.0,5.0,3,3.0,4.0,0.0,0.0,2.0,-999.0,0.8948,15120.0
13,8.0,0.0,5.0,1,3.0,3.0,0.0,0.0,1.0,-999.0,0.0,0.0
13,9.0,0.0,5.0,3,4.0,3.0,0.0,0.0,1.0,-999.0,0.8576,10080.0
13,-999.0,1.0,5.0,1,4.0,1.0,0.0,0.0,2.0,-999.0,0.0,0.0
17,8.0,1.0,5.0,3,4.0,0.0,0.0,0.0,2.0,1.0,0.9989,3628800.0
13,7.0,1.0,4.0,3,4.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
6,9.0,0.0,2.0,1,4.0,0.0,0.0,0.0,1.0,0.0,0.996,792000.0
13,8.0,1.0,5.0,3,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
13,6.0,1.0,2.0,3,3.0,1.0,0.0,0.0,2.0,1.0,0.9476,36720.0
13,10.0,0.0,5.0,1,4.0,0.0,1.0,0.0,1.0,-999.0,0.0,0.0
13,8.0,1.0,5.0,3,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
13,6.0,0.0,5.0,1,4.0,1.0,0.0,0.0,1.0,1.0,0.5354,1440.0
13,6.0,1.0,5.0,3,4.0,3.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,7.0,0.0,2.0,3,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
13,4.0,1.0,5.0,3,3.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,6.0,0.0,5.0,3,4.0,0.0,1.0,0.0,1.0,-999.0,0.0,0.0
13,10.0,1.0,2.0,3,3.0,2.0,0.0,0.0,2.0,1.0,0.7697,5040.0
13,10.0,0.0,5.0,1,4.0,0.0,1.0,0.0,1.0,-999.0,0.0,0.0
13,7.0,1.0,4.0,3,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
13,1.0,1.0,5.0,3,0.0,4.0,2.0,0.0,2.0,-999.0,0.9803,120960.0
25,6.0,0.0,5.0,1,4.0,0.0,-999.0,0.0,1.0,0.0,0.9922,362880.0
25,1.0,0.0,5.0,1,4.0,0.0,-999.0,0.0,1.0,0.0,0.9944,539280.0
13,10.0,0.0,4.0,1,4.0,0.0,0.0,0.0,1.0,1.0,0.5954,1920.0
13,8.0,1.0,5.0,3,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
13,1.0,1.0,2.0,3,4.0,2.0,-999.0,0.0,2.0,-999.0,0.7697,5040.0
13,9.0,1.0,5.0,1,4.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,8.0,0.0,5.0,1,1.0,2.0,0.0,0.0,1.0,1.0,0.9679,66960.0
13,9.0,1.0,5.0,1,3.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,7.0,1.0,5.0,3,3.0,3.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,5.0,0.0,5.0,3,3.0,0.0,0.0,0.0,1.0,1.0,0.1721,192.0
13,4.0,1.0,5.0,3,3.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,5.0,1.0,5.0,3,4.0,0.0,2.0,0.0,2.0,-999.0,0.7697,5040.0
42,3.0,1.0,4.0,1,3.0,4.0,0.0,0.0,2.0,0.0,0.9989,3689280.0
13,6.0,1.0,5.0,3,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
13,8.0,0.0,5.0,3,4.0,3.0,0.0,0.0,1.0,-999.0,0.0,0.0
13,10.0,1.0,5.0,1,3.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,8.0,1.0,5.0,1,4.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0
13,8.0,1.0,5.0,1,4.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,7.0,0.0,5.0,3,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
13,6.0,0.0,5.0,3,1.0,1.0,0.0,0.0,1.0,1.0,0.906,17520.0
13,6.0,1.0,5.0,1,4.0,1.0,0.0,0.0,2.0,1.0,0.5678,1680.0
13,9.0,1.0,5.0,1,3.0,1.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,10.0,1.0,5.0,3,4.0,1.0,0.0,0.0,2.0,-999.0,0.9514,40320.0
13,8.0,0.0,5.0,3,2.0,0.0,1.0,1.0,1.0,-999.0,0.986,181440.0
0,1.0,0.0,5.0,3,4.0,4.0,1.0,0.0,1.0,-999.0,0.9948,586080.0
13,6.0,0.0,6.0,3,3.0,4.0,0.0,1.0,1.0,1.0,0.9738,85800.0
13,4.0,1.0,5.0,3,3.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,8.0,0.0,5.0,1,4.0,3.0,-999.0,0.0,1.0,-999.0,0.0,0.0
13,9.0,1.0,5.0,3,4.0,3.0,0.0,0.0,2.0,1.0,0.675,2880.0
13,9.0,1.0,5.0,1,4.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
13,5.0,0.0,5.0,3,3.0,0.0,1.0,0.0,1.0,1.0,0.8576,10080.0
13,10.0,0.0,2.0,1,4.0,0.0,0.0,0.0,1.0,1.0,0.3117,480.0
13,10.0,1.0,5.0,1,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
13,4.0,1.0,4.0,3,4.0,3.0,2.0,0.0,2.0,-999.0,0.9884,227520.0
33,6.0,0.0,5.0,1,4.0,0.0,0.0,1.0,1.0,1.0,0.9828,141852.0
13,4.0,1.0,5.0,3,3.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,9.0,0.0,5.0,3,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
13,8.0,1.0,5.0,1,3.0,3.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,4.0,1.0,5.0,3,3.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,9.0,0.0,5.0,1,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
13,8.0,1.0,5.0,1,4.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,4.0,1.0,5.0,3,4.0,0.0,3.0,0.0,2.0,1.0,0.9543,43560.0
13,7.0,1.0,5.0,3,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
13,6.0,1.0,4.0,3,4.0,2.0,0.0,0.0,2.0,1.0,0.9292,25200.0
13,8.0,1.0,5.0,3,3.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,10.0,0.0,5.0,1,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
13,4.0,0.0,5.0,3,4.0,3.0,0.0,0.0,1.0,-999.0,0.8576,10080.0
13,5.0,0.0,4.0,3,1.0,3.0,-999.0,-999.0,1.0,-999.0,0.7697,5040.0
13,8.0,1.0,5.0,1,3.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,6.0,1.0,5.0,3,4.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,8.0,0.0,5.0,1,4.0,0.0,1.0,0.0,1.0,-999.0,0.39,720.0
13,8.0,1.0,5.0,1,4.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,8.0,0.0,4.0,1,3.0,3.0,0.0,0.0,1.0,1.0,0.8409,8640.0
13,8.0,1.0,5.0,3,3.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,7.0,0.0,5.0,3,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
13,7.0,1.0,5.0,3,3.0,0.0,0.0,0.0,2.0,-999.0,0.0,0.0
13,8.0,0.0,4.0,3,3.0,0.0,0.0,0.0,1.0,-999.0,0.2008,240.0
13,10.0,0.0,5.0,3,4.0,0.0,1.0,0.0,1.0,-999.0,0.0,0.0
13,6.0,0.0,5.0,3,3.0,0.0,0.0,0.0,1.0,-999.0,0.0,0.0
13,6.0,0.0,5.0,3,4.0,3.0,1.0,0.0,1.0,1.0,0.8003,6240.0
13,9.0,0.0,5.0,3,3.0,0.0,1.0,0.0,1.0,-999.0,0.0,0.0
13,9.0,1.0,5.0,1,4.0,0.0,2.0,0.0,2.0,-999.0,0.0,0.0
